Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit
3942,Men,Lifestyle,Blazer Mid,M,1.0,3283.25,0.615,0.0,2024-04-27,Online,Delhi,-938.81
2002,Kids,Soccer,Phantom GT,XL,2.0,6110.030000000001,0.615,0.0,2025-05-16,Online,Delhi,-789.24
3946,Men,Training,SuperRep Go,Unknown,-1.0,6110.030000000001,0.615,0.0,2024-08-23,Retail,Kolkata,3250.78
2003,Women,Lifestyle,Waffle One,Unknown,2.0,7203.25,0.615,0.0,2025-03-03,Online,Kolkata,-23.38
3958,Women,Lifestyle,Dunk Low,Unknown,4.0,8614.93,0.615,0.0,2024-03-23,Retail,Kolkata,-312.44
2041,Kids,Soccer,Tiempo Legend,M,-1.0,4414.63,0.615,0.0,2025-02-27,Online,Bangalore,1709.18
3969,Women,Lifestyle,Waffle One,XL,2.0,7922.86,0.615,0.0,2023-08-04,Retail,Mumbai,3753.92
3970,Men,Soccer,Phantom GT,L,0.0,9990.8,0.615,0.0,2025-06-29,Retail,Kolkata,3351.31
3974,Men,Lifestyle,Dunk Low,L,4.0,6110.030000000001,0.615,0.0,2024-03-22,Retail,Delhi,97.6
3978,Women,Training,Flex Trainer,Unknown,2.0,9847.52,0.615,0.0,2024-09-11,Retail,Delhi,754.75
3981,Men,Soccer,Premier III,L,2.0,4007.55,1.02,0.0,2023-12-21,Online,Delhi,90.51
3994,Kids,Basketball,Air Jordan,Unknown,4.0,6110.030000000001,0.615,0.0,2025-04-12,Retail,Bengaluru,-97.39
3997,Women,Lifestyle,Waffle One,M,4.0,6110.030000000001,0.615,0.0,2024-01-24,Retail,Hyderabad,-484.62
4005,Kids,Training,Metcon 7,M,2.0,3730.58,0.615,0.0,2024-11-30,Online,Delhi,1784.38
4008,Men,Basketball,LeBron 20,9,3.0,7737.27,0.07,21586.98,2023-12-15,Retail,Hyderabad,180.31
4009,Kids,Basketball,Zoom Freak,M,2.0,6110.030000000001,0.615,0.0,2024-03-30,Retail,Mumbai,-737.91
4011,Women,Running,Air Zoom,M,4.0,4909.56,0.615,0.0,2025-07-04,Retail,Bangalore,2934.53
2021,Kids,Lifestyle,Waffle One,XL,2.0,4561.67,0.615,0.0,2024-02-13,Online,Pune,1720.61
4019,Women,Soccer,Tiempo Legend,10,-1.0,6110.030000000001,0.66,0.0,2024-10-27,Online,Bengaluru,171.8
4023,Women,Running,Free RN,XL,0.0,2376.12,0.76,0.0,2024-11-28,Online,Hyderbad,1267.41
4025,Women,Basketball,Kyrie Flytrap,L,2.0,2265.37,0.615,0.0,2024-06-25,Retail,Kolkata,2946.35
4030,Men,Lifestyle,Waffle One,L,2.0,6110.030000000001,0.615,0.0,2025-04-28,Online,Kolkata,1865.56
4037,Women,Basketball,LeBron 20,XL,2.0,6110.030000000001,0.74,0.0,2023-08-08,Retail,Delhi,776.81
4054,Women,Lifestyle,Waffle One,Unknown,2.0,3394.38,0.75,0.0,2024-05-09,Online,Mumbai,-401.5
4057,Kids,Basketball,Kyrie Flytrap,M,2.0,6110.030000000001,0.615,0.0,2023-09-22,Retail,Delhi,2575.38
2030,Women,Soccer,Premier III,L,2.0,9804.64,0.71,0.0,2025-02-08,Online,Bangalore,635.57
4074,Kids,Basketball,LeBron 20,L,2.0,8673.78,0.615,0.0,2024-03-28,Retail,Mumbai,-286.0
4080,Kids,Training,Flex Trainer,Unknown,2.0,8515.92,0.615,0.0,2024-11-27,Retail,Hyderabad,255.47
4083,Men,Training,Flex Trainer,L,2.0,8711.81,0.615,0.0,2025-03-29,Online,Bengaluru,-773.05
4086,Women,Running,Air Zoom,XL,3.0,4537.02,0.615,0.0,2025-04-03,Online,Pune,-195.0
4087,Men,Basketball,LeBron 20,Unknown,2.0,6110.030000000001,1.09,0.0,2024-03-13,Retail,Hyderbad,3939.54
4096,Women,Soccer,Phantom GT,8,2.0,6110.030000000001,0.615,0.0,2024-04-03,Online,Pune,3865.04
4100,Men,Running,Pegasus Turbo,L,2.0,3315.29,0.615,0.0,2024-03-19,Online,Delhi,1507.71
4101,Men,Soccer,Mercurial Superfly,Unknown,2.0,6110.030000000001,0.615,0.0,2024-07-10,Retail,Delhi,3064.92
4105,Men,Running,Pegasus Turbo,XL,2.0,3489.95,0.615,0.0,2024-05-25,Retail,Bangalore,2093.87
4108,Kids,Running,Pegasus Turbo,L,2.0,2767.55,0.19,4483.43,2023-11-25,Online,Kolkata,1059.07
4116,Women,Lifestyle,Air Force 1,9,2.0,3854.22,0.615,0.0,2024-08-19,Online,Pune,-43.41
4124,Kids,Basketball,LeBron 20,M,1.0,6110.030000000001,0.0,0.0,2023-10-16,Online,Delhi,477.62
4129,Men,Running,Pegasus Turbo,Unknown,2.0,3445.62,0.24,0.0,2025-03-02,Retail,Kolkata,-29.1
4140,Women,Running,Air Zoom,XL,-1.0,6110.030000000001,0.615,0.0,2025-04-28,Online,Bangalore,3381.94
4146,Kids,Lifestyle,Blazer Mid,10,2.0,6110.030000000001,0.615,0.0,2023-08-27,Online,Mumbai,1217.01
4156,Men,Running,React Infinity,M,2.0,7417.67,0.615,0.0,2024-05-20,Online,Mumbai,203.96
4157,Men,Basketball,Zoom Freak,XL,3.0,6110.030000000001,0.615,0.0,2025-07-09,Retail,Delhi,-699.76
4163,Men,Training,SuperRep Go,L,2.0,6110.030000000001,0.615,0.0,2024-09-12,Retail,Hyd,1942.39
4165,Women,Training,SuperRep Go,XL,1.0,6110.030000000001,0.26,0.0,2024-11-20,Online,Bangalore,2194.38
4168,Kids,Running,Free RN,10,4.0,6110.030000000001,0.615,0.0,2024-06-09,Retail,Mumbai,3282.84
4171,Men,Running,React Infinity,M,2.0,9303.8,0.615,0.0,2024-12-21,Retail,Delhi,-1107.26
4176,Women,Training,ZoomX Invincible,M,1.0,6110.030000000001,0.615,0.0,2023-09-02,Retail,Hyderabad,2254.67
4181,Women,Running,Free RN,M,3.0,6110.030000000001,0.615,0.0,2025-04-05,Retail,Delhi,-564.63
4185,Women,Training,ZoomX Invincible,6,3.0,6110.030000000001,0.615,0.0,2025-02-01,Online,Hyderbad,2562.05
4186,Men,Basketball,LeBron 20,XL,2.0,9872.08,0.17,0.0,2025-03-10,Online,Bengaluru,409.77
2050,Kids,Soccer,Tiempo Legend,Unknown,0.0,6110.030000000001,0.615,0.0,2023-09-30,Online,Pune,1182.9
4191,Men,Running,React Infinity,M,2.0,6110.030000000001,0.615,0.0,2024-07-22,Online,Pune,671.86
4195,Kids,Training,Metcon 7,L,2.0,6317.4,0.615,0.0,2023-09-23,Retail,Mumbai,-746.03
4199,Women,Running,Free RN,Unknown,2.0,6110.030000000001,0.615,0.0,2025-05-25,Online,Hyderbad,-731.89
4201,Kids,Running,React Infinity,L,3.0,6110.030000000001,0.615,0.0,2025-05-09,Retail,Kolkata,1412.54
4204,Kids,Lifestyle,Waffle One,Unknown,2.0,7265.47,0.615,0.0,2025-04-16,Online,Pune,1589.71
4209,Women,Running,Air Zoom,M,1.0,6110.030000000001,0.615,0.0,2023-12-03,Online,Kolkata,3222.58
4212,Men,Running,React Infinity,XL,3.0,6110.030000000001,0.9,0.0,2023-07-29,Online,Kolkata,3556.86
4213,Men,Lifestyle,Dunk Low,L,0.0,6110.030000000001,0.615,0.0,2024-05-26,Retail,Delhi,1165.42
4217,Men,Soccer,Tiempo Legend,12,2.0,3080.23,0.22,0.0,2025-05-08,Online,Delhi,-950.13
4223,Kids,Soccer,Mercurial Superfly,L,1.0,6110.030000000001,0.31,0.0,2025-02-04,Retail,Bengaluru,-1152.37
4227,Kids,Training,Metcon 7,L,2.0,6110.030000000001,0.615,0.0,2024-12-17,Retail,Mumbai,110.91
4238,Men,Soccer,Phantom GT,XL,2.0,6489.35,0.615,0.0,2024-12-14,Online,Hyderabad,-321.44
4239,Men,Running,Air Zoom,Unknown,2.0,6110.030000000001,1.13,0.0,2023-09-08,Online,Kolkata,-828.71
4241,Women,Basketball,LeBron 20,M,2.0,6110.030000000001,0.615,0.0,2024-10-29,Retail,Delhi,3890.05
4250,Women,Basketball,Air Jordan,11,2.0,6110.030000000001,0.615,0.0,2025-01-16,Online,Kolkata,2005.64
4251,Kids,Basketball,LeBron 20,M,1.0,6110.030000000001,0.59,0.0,2024-01-07,Retail,Mumbai,354.2
4252,Kids,Training,SuperRep Go,L,2.0,6110.030000000001,1.0,0.0,2024-06-08,Online,Hyderbad,2633.21
4256,Women,Soccer,Tiempo Legend,XL,4.0,6110.030000000001,0.52,0.0,2024-12-18,Online,Hyd,-782.15
4258,Kids,Lifestyle,Dunk Low,L,-1.0,4189.36,0.615,0.0,2024-06-10,Retail,Pune,1276.34
4259,Men,Lifestyle,Air Force 1,L,2.0,6110.030000000001,0.35,0.0,2023-09-22,Retail,Bangalore,3351.25
2044,Men,Training,Flex Trainer,XL,2.0,6110.030000000001,0.615,0.0,2023-08-13,Online,Bangalore,1192.96
4264,Kids,Lifestyle,Air Force 1,M,-1.0,6012.55,0.615,0.0,2024-01-11,Online,Delhi,783.79
4265,Kids,Training,Flex Trainer,M,2.0,6110.030000000001,0.615,0.0,2024-02-08,Online,Kolkata,1852.59
4266,Men,Lifestyle,Waffle One,XL,3.0,6110.030000000001,0.615,0.0,2025-07-04,Online,Mumbai,-898.11
4276,Men,Basketball,Kyrie Flytrap,11,3.0,6110.030000000001,0.615,0.0,2025-02-05,Retail,Bengaluru,-1109.4
4279,Men,Training,ZoomX Invincible,XL,2.0,6110.030000000001,0.615,0.0,2025-04-30,Retail,Pune,1724.71
4283,Men,Training,ZoomX Invincible,M,1.0,9649.36,0.95,482.47,2025-02-26,Retail,Bengaluru,1158.69
4284,Men,Running,Air Zoom,Unknown,2.0,2953.43,0.1,0.0,2024-05-15,Retail,Delhi,2708.4
4286,Kids,Soccer,Tiempo Legend,L,2.0,5385.78,0.615,0.0,2025-06-08,Online,Kolkata,840.25
4290,Kids,Lifestyle,Blazer Mid,Unknown,-1.0,6110.030000000001,0.615,0.0,2025-01-25,Retail,Kolkata,698.53
4294,Women,Soccer,Premier III,Unknown,2.0,5238.91,0.615,0.0,2025-01-16,Online,Kolkata,1217.07
2026,Kids,Training,ZoomX Invincible,Unknown,2.0,6110.030000000001,0.615,0.0,2024-01-05,Online,Kolkata,-264.65
4303,Men,Soccer,Phantom GT,L,2.0,7587.07,0.615,0.0,2024-07-21,Online,Bengaluru,-1131.99
4304,Kids,Basketball,Kyrie Flytrap,L,2.0,4877.24,0.615,0.0,2024-07-07,Retail,Hyderbad,2692.2
4311,Men,Training,SuperRep Go,L,3.0,6110.030000000001,0.46,0.0,2023-08-16,Retail,Bengaluru,2595.51
4315,Women,Lifestyle,Dunk Low,M,4.0,4080.51,0.615,0.0,2024-03-04,Retail,Pune,3322.21
4316,Men,Running,React Infinity,XL,2.0,6110.030000000001,0.615,0.0,2024-01-04,Retail,Hyd,405.43
4317,Kids,Lifestyle,Blazer Mid,L,2.0,9623.53,0.615,0.0,2024-10-15,Retail,Bangalore,-448.89
2027,Men,Training,SuperRep Go,L,0.0,6110.030000000001,0.08,0.0,2024-11-14,Retail,Kolkata,126.1
4320,Women,Training,SuperRep Go,11,2.0,6110.030000000001,0.615,0.0,2024-09-27,Online,Delhi,1848.29
4321,Kids,Running,Free RN,XL,2.0,6646.84,0.615,0.0,2024-01-15,Online,Mumbai,2210.19
4326,Women,Lifestyle,Air Force 1,XL,0.0,9604.84,0.31,0.0,2024-06-06,Retail,Delhi,-143.11
4331,Women,Training,SuperRep Go,Unknown,2.0,4574.53,0.04,8783.1,2025-01-03,Retail,Kolkata,3534.47
4332,Women,Running,Pegasus Turbo,Unknown,2.0,6110.030000000001,0.12,0.0,2024-09-24,Online,Delhi,2181.1
4335,Kids,Running,Air Zoom,Unknown,2.0,6110.030000000001,0.615,0.0,2025-06-30,Online,Kolkata,133.01
2009,Kids,Running,Pegasus Turbo,L,2.0,6110.030000000001,0.84,0.0,2023-11-22,Retail,Delhi,1671.62
4344,Kids,Soccer,Premier III,8,2.0,6110.030000000001,0.615,0.0,2024-01-18,Online,Delhi,-467.18
4345,Kids,Training,Metcon 7,Unknown,2.0,2282.8,0.28,0.0,2024-11-29,Retail,Pune,459.9
4347,Men,Lifestyle,Dunk Low,12,-1.0,9440.95,0.615,0.0,2025-03-10,Retail,Hyd,2945.56
4348,Women,Lifestyle,Blazer Mid,Unknown,2.0,6110.030000000001,0.615,0.0,2023-09-25,Online,Pune,25.44
4350,Men,Soccer,Phantom GT,M,0.0,6110.030000000001,0.615,0.0,2024-05-30,Online,Delhi,2515.85
4351,Men,Soccer,Mercurial Superfly,M,0.0,6110.030000000001,0.615,0.0,2024-08-19,Online,Pune,3303.1
4362,Men,Training,Flex Trainer,Unknown,2.0,6110.030000000001,0.0,0.0,2025-07-08,Online,Kolkata,-81.22
4367,Kids,Basketball,Kyrie Flytrap,Unknown,2.0,8832.85,0.615,0.0,2024-01-08,Retail,Kolkata,-1073.49
4378,Men,Training,Flex Trainer,Unknown,4.0,2620.09,0.615,0.0,2024-08-29,Online,Mumbai,263.16
4383,Women,Soccer,Tiempo Legend,Unknown,2.0,6110.030000000001,0.16,0.0,2024-12-24,Retail,Delhi,3378.64
4384,Women,Running,Pegasus Turbo,Unknown,2.0,6110.030000000001,0.6,0.0,2024-06-15,Online,Kolkata,3507.63
4385,Men,Basketball,Kyrie Flytrap,L,2.0,9057.85,0.84,0.0,2023-12-13,Retail,Kolkata,1767.32
4398,Men,Soccer,Premier III,XL,2.0,6110.030000000001,0.615,0.0,2024-06-29,Online,Delhi,1971.9
4410,Men,Basketball,Kyrie Flytrap,XL,-1.0,5967.57,1.1,596.76,2024-01-26,Retail,Mumbai,-1011.68
2007,Men,Soccer,Phantom GT,L,2.0,7652.31,0.615,0.0,2023-09-29,Retail,Bangalore,1515.95
4425,Women,Running,Air Zoom,L,0.0,4034.25,0.615,0.0,2023-09-04,Retail,Delhi,363.8
4428,Kids,Lifestyle,Waffle One,Unknown,2.0,6110.030000000001,0.615,0.0,2025-04-04,Online,Hyderabad,2700.85
4437,Men,Basketball,Kyrie Flytrap,XL,2.0,6110.030000000001,0.615,0.0,2023-11-25,Retail,Hyderabad,3972.33
4441,Kids,Soccer,Premier III,L,3.0,6110.030000000001,0.615,0.0,2024-05-05,Retail,Kolkata,2036.39
4442,Women,Soccer,Phantom GT,L,2.0,6110.030000000001,0.615,0.0,2024-05-22,Retail,Hyd,1366.18
4447,Kids,Running,Free RN,XL,0.0,6110.030000000001,0.615,0.0,2024-12-12,Retail,Delhi,1574.91
4456,Women,Basketball,Kyrie Flytrap,XL,1.0,6110.030000000001,0.32,0.0,2023-12-16,Retail,Hyderabad,450.51
4458,Kids,Soccer,Premier III,L,2.0,6500.77,0.22,0.0,2024-10-28,Retail,Mumbai,870.08
4466,Kids,Soccer,Mercurial Superfly,Unknown,2.0,4743.16,0.615,0.0,2024-03-06,Retail,Mumbai,3480.06
4467,Kids,Lifestyle,Air Force 1,XL,2.0,3918.43,0.615,0.0,2024-09-03,Retail,Kolkata,2820.24
4472,Women,Basketball,LeBron 20,Unknown,2.0,6833.94,0.615,0.0,2024-08-12,Online,Hyd,-151.52
4475,Kids,Soccer,Tiempo Legend,M,2.0,6110.030000000001,1.25,0.0,2024-03-04,Online,Hyd,1487.03
4479,Kids,Lifestyle,Air Force 1,Unknown,2.0,7530.67,0.615,0.0,2024-12-04,Online,Kolkata,3209.42
4482,Kids,Soccer,Phantom GT,L,2.0,6110.030000000001,0.615,0.0,2024-07-16,Online,Mumbai,-742.03
4486,Women,Training,Flex Trainer,XL,2.0,6110.030000000001,0.615,0.0,2023-10-15,Online,Bangalore,3338.79
4489,Kids,Lifestyle,Blazer Mid,9,3.0,6110.030000000001,1.15,0.0,2025-04-02,Retail,Bengaluru,1890.99
4493,Women,Lifestyle,Blazer Mid,XL,4.0,6110.030000000001,0.615,0.0,2024-10-04,Online,Mumbai,321.24
4495,Kids,Basketball,Kyrie Flytrap,XL,3.0,6110.030000000001,0.615,0.0,2025-05-14,Online,Pune,2.97
